業種名,和文社名,住所,業種,会社コード,公開有無,フリガナ,旧会社名,英文社名,郵便番号,電話,ＵＲＬ,営業所等,事業内容,仕入先,販売先,ブランド,取引銀行,設立年月,資本金,lat,lon
精密機器卸売,ラジオメーター（株）,東京都品川区北品川４－７－３５　御殿山トラストタワー１５階,その他非製造業,222245,未上場,ラジオメーター,,Ｒａｄｉｏｍｅｔｅｒ　Ｋ．Ｋ．,140-0001,03-4331-3500,http://www.radiometer.co.jp/,［営業所］　札幌，仙台，東京，長野，金沢，名古屋，大阪，広島，高松，福岡，鹿児島,医療用具・付属機器血液ガス分析装置，経皮血液ガス分析装置等・部品の輸入・販売・修理・賃貸・保守管理,Ｒａｄｉｏｍｅｔｅｒ　Ｍｅｄｉｃａｌ　Ａｐｓ,フクダ電子，アステム，他,ＳａｆｅＰＩＣＯ，ＡＢＬ，ＴＣＭ，ＡＱＴ,三井住友,199003,490,35.6221677,139.7370215
貸金・信販・カード,フォルクスワーゲン・ファイナンシャル・サービス・ジャパン（株）,東京都品川区北品川４－７－３５　御殿山トラストタワー１７階,金融･保険,104155,未上場,フォルクスワーゲンファイナンシャルサービスジャパン,フォルクスワーゲン・ファイナンス・ジャパン（株）（2005.10）,Ｖｏｌｋｓｗａｇｅｎ　Ｆｉｎａｎｃｉａｌ　Ｓｅｒｖｉｃｅｓ　Ｊａｐａｎ　Ｌｔｄ．,140-0001,03-5792-7200,http://www.vfj.co.jp/,,オートローン，ディーラーファイナンス，オートリース,,フォルクスワーゲン車・アウディ車ユーザー，ディーラー,フォルクスワーゲン，アウディ，ランボルギーニ，ベントレー,,199009,"1,010",35.6221677,139.7370215
精密機器卸売,エーエスエムエル・ジャパン（株）,東京都品川区北品川４－７－３５　御殿山トラストタワー４階,その他非製造業,208110,未上場,エーエスエムエルジャパン,エスブイジイ・ジャパン（株）（2001.12）,ＡＳＭＬ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,140-0001,03-5793-1800,http://www.asml.com/,,半導体製造装置の販売・保守・パーツ販売,,,,,199402,"2,725",35.6221677,139.7370215
医薬品卸売,フレゼニウスカービジャパン（株）,東京都品川区北品川４－７－３５　御殿山トラストタワー９階,その他非製造業,403322,未上場,フレゼニウスカービジャパン,,Ｆｒｅｓｅｎｉｕｓ　Ｋａｂｉ　Ｊａｐａｎ　Ｋ．Ｋ．,140-0001,03-3280-3211,http://www.fresenius-kabi.co.jp/,,医薬品・医療機器の提供,,,,,200703,765,35.6221677,139.7370215
倉庫・物流関連,ＤＨＬ　サプライチェーン（株）,東京都品川区北品川４－７－３５　御殿場トラストタワー８階,その他非製造業,100174,未上場,ディーエイチエルサプライチェーン,エクセル・ジャパン（株）（2007.1）,ＤＨＬ　Ｓｕｐｐｌｙ　Ｃｈａｉｎ　Ｌｔｄ．,140-0001,03-5792-9001,http://www.dhl.co.jp/,［営業所］　国内拠点はオフィス・倉庫を合わせて計６０箇所,物流業務の包括的サービスの提供（３ＰＬ）,,富士通，エリクソン，アジレントテクノロジー，西友,Ｄｅｕｔｓｃｈｅ　Ｐｏｓｔ　ＤＨＬ／ドイツポストＤＨＬ（Ｅｘｉ　ＤＨＬ　Ｅｘｅｌ　Ｓｕｐｐｌｙ　Ｃｈａｉｎ）,三菱東京ＵＦＪ,197001,50,35.6221677,139.7370215
他サービス,マイクロニック・マイデータ・ジャパン（株）,東京都府中市寿町１－１－３　三ツ木寿町ビル,その他非製造業,209284,未上場,マイクロニックマイデータジャパン,マイクロニック・ジャパン（株）（2011.1）,Ｍｉｃｒｏｎｉｃ　Ｍｙｄａｔａ　Ｊａｐａｎ　Ｋ．Ｋ．,183-0056,042-354-1320,http://www.micronic.se/,［営業所］　熊本，草津（滋賀），広島,レーザー描画装置及び基盤実装装置のメンテナンス,Ｍｉｃｒｏｎｉｃ　Ｍｙｄａｔａ　ＡＢ,ＨＯＹＡ，大日本印刷，凸版印刷，ＳＫＥ，日本フィルコン,,三菱東京ＵＦＪ，八千代，みずほ,199706,40,35.672803,139.478557
精密機器,エンドレスハウザージャパン（株）,東京都府中市日新町５－７０－３,製造業,200359,未上場,エンドレスハウザージャパン,桜エンドレス（株）（2004.4）,Ｅｎｄｒｅｓｓ　＋　Ｈａｕｓｅｒ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,183-0036,042-314-1931,http://www.jp.endress.com/,［営業所］　東京，大阪，横浜，名古屋，小倉，仙台，千葉，新潟，水島，徳山,液体・粉体・固体等の容量・流量を計測・制御する各種計測制御機器，分析計・圧力計および関連システム機器等の販売,エンドレスハウザーグループ（海外），エンドレスハウザー山梨（国内）,大手各石油メーカー，各プラントメーカー，サントリー他酒造・食品メーカー，化学メーカー，他,,◎みずほ，三菱東京ＵＦＪ，ＵＢＳ，ドイツ,195506,"1,058",35.6708007,139.4380384
精密機器卸売,レクロイ・ジャパン（株）,東京都府中市緑町３－１１－５　芳文社府中ビル３階,その他非製造業,205412,未上場,レクロイジャパン,,ＬｅＣｒｏｙ　Ｊａｐａｎ　Ｃｏｒｐ．,183-0006,042-402-9400,http://www.lecroy.com/japan/,,測定機器の輸入販売,,,,,199009,25,35.6708314,139.4915696
情報・システム・ソフト,オープン・マインド・テクノロジーズ・ジャパン（株）,東京都武蔵野市吉祥寺東町１－１７－１８　三角ビル３階,情報通信･メディア,392776,未上場,オープンマインドテクノロジーズジャパン,,ＯＰＥＮ　ＭＩＮＤ　Ｔｅｃｈｎｏｌｏｇｉｅｓ　Ｊａｐａｎ　Ｉｎｃ．,180-0002,0422-23-5305,http://www.openmind-tech.com/jp,,ＣＡＭソフトウエアの輸入，販売，サポート,,,,,200204,10,35.7052607,139.584067
専門店,エル・エル・ビーン　インターナショナル,東京都武蔵野市吉祥寺南町１－１６－３,その他非製造業,210340,未上場,エルエルビーンインターナショナル,,Ｌ．Ｌ．Ｂｅａｎ　Ｉｎｔｅｒｎａｔｉｏｎａｌ,180-0003,0422-70-6541,http://www.llbean.co.jp/,,通信販売，Ｅコマース，小売店の展開,,,,,200101,－,35.70124819999999,139.5790465
食料品卸売,（株）ジャブラムジャパン,東京都武蔵野市吉祥寺本町２－１５－１９　ウイングガーデン１０５,その他非製造業,200478,未上場,ジャブラムジャパン,,Ｊａｂｌｕｍ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,180-0004,0422-22-3889,,,コーヒーの生豆の輸入，販売,,,,,198212,10,35.7074411,139.5777174
電気機器,日機装サーモ（株）,東京都武蔵野市境２－４－２４,製造業,200700,未上場,ニッキソウサーモ,日機装ワイエスアイ（株）（2007.6）,ＮＩＫＫＩＳＯ－ＴＨＥＲＭ　ＣＯ．，　ＬＴＤ．,180-0022,0422-37-9811,http://www.nktherm.com/,,完全互換性を有する超精密級サーミスタおよびその応用製品の製造・販売,,,,,198405,40,35.7063487,139.5437768
新聞・出版,（株）インコム,東京都文京区関口１－２３－６　プラザ江戸川橋２階,情報通信･メディア,200072,未上場,インコム,,ＩＮＣＯＭ　Ｃｏ．，　Ｌｔｄ．,112-0014,03-3260-7871,http://www.incom.co.jp/,,生産財関連情報誌ＰｒｏｄｕｃｔＮａｖｉの発行，Ｗｅｂサイトの運営,,,,,197210,31,35.7103084,139.7302763
情報・システム・ソフト,トリップワイヤ・ジャパン（株）,東京都文京区関口１－２４－８　東宝江戸川橋ビル８階,情報通信･メディア,220214,未上場,トリップワイヤジャパン,,Ｔｒｉｐｗｉｒｅ　Ｊａｐａｎ　Ｋ．Ｋ．,112-0014,03-5206-8610,http://www.tripwire.co.jp/,,企業のＩＴシステムにおける変更コントロールソフトウエアＴｒｉｐｗｉｒｅ製品の販売・開発，他,,,,,200004,52,35.7099886,139.7285993
精密機器卸売,ディー・ディー・シー　エレクトロニクス（株）,東京都文京区後楽１－１－５　第一馬上ビル８階,その他非製造業,202061,未上場,ディーディーシーエレクトロニクス,,ＤＤＣ　Ｅｌｅｃｔｒｏｎｉｃｓ　Ｋ．Ｋ．,112-0004,03-3814-7688,http://www.ddcjapan.co.jp/,,ＭＩＬおよび宇宙規格ハイブリッド電子製品の輸入販売およびテクニカル・サービス,,,,,198402,80,35.7026271,139.7529095
精密機器,マミヤ・デジタル・イメージング（株）,東京都文京区後楽１－２－２　ココタイラビル５階,製造業,403093,未上場,マミヤデジタルイメージング,,Ｍａｍｉｙａ　Ｄｉｇｉｔａｌ　Ｉｍａｇｉｎｇ　Ｃｏ．，Ｌｔｄ．,112-0004,03-6748-1990,http://www.mamiya.co.jp/,,中判カメラ，交換レンズ，付属品の製造，販売,,,,,200603,460,35.7027826,139.751414
化学,日立化成デュポンマイクロシステムズ（株）,東京都文京区後楽１－４－２５　日教販ビル３階,製造業,104326,未上場,ヒタチカセイデュポンマイクロシステムズ,,Ｈｉｔａｃｈｉ　Ｃｈｅｍｉｃａｌ　ＤｕＰｏｎｔ　ＭｉｃｒｏＳｙｓｔｅｍｓ，　Ｌｔｄ．,112-0004,03-3868-8124,http://www.hdmicrosystems.co.jp/,［山崎開発センター］　日立市東町４－１３－１ＴＥＬ０２９４－２３－８９９０,電子部品用ポリイミドの開発・販売,,,,みずほコーポ，三菱東京ＵＦＪ,199708,400,35.7035558,139.7481987
機械卸売,（株）ラショナル・ジャパン,東京都文京区後楽２－２－２２　住友不動産飯田橋ビル２号館ウィング,その他非製造業,208420,未上場,ラショナルジャパン,,Ｒａｔｉｏｎａｌ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,112-0004,03-3812-6222,http://www.rational-online.com/ja/home/,,業務用スチームオーブンの輸入・販売およびサービス,,,,,199208,10,35.7040152,139.7459032
コンサルティング,日本シーエスシー・テクノロジー（株）,東京都文京区後楽２－３－２１　住友不動産飯田橋ビル７階,法律会計･コンサル,220103,未上場,ニッポンシーエスシーテクノロジー,日本シーエスシー・コンピューター・サイエンス（株）（2010.1）,ＣＳＣ　Ｔｅｃｈｎｏｌｏｇｙ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,112-0004,03-5805-2351,http://www.csc-net.co.jp/,,コンサルティング，システムインテグレーション，アプリケーション開発，アウトソース（ＩＴ・ビジネスプロセス）,,,,,198811,10,35.7046545,139.7458433
その他卸売,ダコ・ジャパン（株）,東京都文京区後楽２－５－１　住友不動産飯田橋ファーストビル,その他非製造業,202840,未上場,ダコジャパン,ダコ・サイトメーション（株）（2005.11）,Ｄａｋｏ　Ｊａｐａｎ　Ｉｎｃ．,112-0004,03-5802-7211,http://www.dako.jp/,,臨床検査薬，研究試薬の製造・輸入販売およびシステム機器販売,,,,,198709,80,35.70528280000001,139.7459941
食料品卸売,ペルノ・リカール・ジャパン（株）,東京都文京区後楽２－６－１　住友不動産飯田橋ファーストタワー３４　階,その他非製造業,206229,未上場,ペルノリカールジャパン,,Ｐｅｒｎｏｄ　Ｒｉｃａｒｄ　Ｊａｐａｎ　Ｋ．Ｋ．,112-0004,03-5802-2670,http://www.pernod-ricard-japan.com/,,酒類の輸入販売,,,,,199001,200,35.7052861,139.745005
精密機器卸売,日本ストライカー（株）,東京都文京区後楽２－６－１　飯田橋ファーストタワー,その他非製造業,104122,未上場,ニッポンストライカー,（株）松本医科器械（1999.7）,Ｓｔｒｙｋｅｒ　Ｊａｐａｎ　Ｋ．Ｋ．,112-0004,03-6894-0000,http://www.stryker.co.jp/,［事業所］　東京，大阪，西日本物流センター，東日本物流センター，ＮＳＫトレーニングセンター,医療機器の輸入販売,Ｓｔｒｙｋｅｒ　Ｏｒｔｈｏｐａｅｄｉｃｓ他　Ｓｔｒｙｋｅｒグループ,全国国公私立大学病院，国公立病院，全国主要私立病院,,三菱東京ＵＦＪ，みずほ,194601,85,35.7052261,139.7450536
他小売,中央シェル石油販売（株）,東京都文京区小石川１－３－１１　イトーピア小石川梅津ビル７階,その他非製造業,220795,未上場,チュウオウシェルセキユハンバイ,,Ｃｈｕｏ　Ｓｈｅｌｌ　Ｓｅｋｉｙｕ　Ｈａｎｂａｉ　Ｋ．Ｋ．,112-0002,－,http://www.chuoss.com/,,石油製品の販売,,,,,196908,100,35.7095196,139.7520713
電気機器卸売,エクストリーム　ネットワークス（株）,東京都文京区小石川１－４－１　住友不動産後楽園ビル１５階,その他非製造業,209621,未上場,エクストリームネットワークス,,Ｅｘｔｒｅｍｅ　Ｎｅｔｗｏｒｋｓ　Ｋ．Ｋ．,112-0002,03-5842-4011,http://www.extremenetworks.co.jp/,,ネットワーク機器のマーケティング・保守,,,,,199903,20,35.7102565,139.7520313
精密機器,メドライン・インターナショナル・ジャパン（株）,東京都文京区小石川１－４－１　住友不動産後楽園ビル１５階,製造業,220249,未上場,メドラインインターナショナルジャパン,ケアフュージョン・ジャパン２２８（株）（2011.4）,Ｍｅｄｌｉｎｅ　Ｉｎｔｅｒｎａｔｉｏｎａｌ　Ｊａｐａｎ　Ｋ．Ｋ．,112-0002,03-5842-8800,http://www.medline.com/jp/,［支店］　札幌，東京，名古屋，大阪，福岡，愛西物流センター,メディカル製品製造・販売，病院へのメディカル製品配送，病院経営のコスト管理コンサルティング,,,,,199911,210,35.7102565,139.7520313
他製造業,日本イーティーエス・リンドグレン（株）,東京都文京区小日向４－２－６,製造業,220533,未上場,ニッポンイーティーエスリンドグレン,,ＥＴＳ－Ｌｉｎｄｇｒｅｎ　Ｊａｐａｎ，　Ｉｎｃ．,112-0006,03-3813-7100,http://www.ets-lindgren.co.jp/,,電波暗室施工および電波吸収材の製造・販売,,,,,200205,71,35.7149507,139.7397182
